formOccurrences	form	lemma	HebBinyan	VerbForm	Person	Number	Gender	form_niqqud	lemma_niqqud	lemmaCount
6	גדלה	גדל	PAAL		3	Sing	Fem	גָּדְלָה	גָּדֵל	40
1	תקשיבי	הקשיב	PAAL		1	Sing	Masc	תַּקְשִׁיבִי	הִקְשִׁיב	50
1	תשכח	שכח	HIFIL		1	Sing	Masc	תִּשְׁכַח	שָׁכַח	17
49	מדבר	דיבר	PIEL	Part	3	Sing	Masc	מְדַבֵּר	דִּיבֵּר	359
9	אוכל	אוכל	PAAL		3	Sing	Masc	אוֹכֶל	אוֹכֶל	10
45	רואה	ראה	PAAL	Part	2	Sing	Masc	רוֹאֶה	רָאָה	268
4	מפרסמים	פרסם	PIEL	Part	3	Plur	Masc	מְפַרְסְמִים	פִּרְסֵם	25
18	מדברת	דיבר	PIEL	Part	1,2,3	Sing	Fem	מְדַבֶּרֶת	דִּיבֵּר	359
14	שגרים	שגר	PAAL	Part	3	Plur	Masc	שִׁגָּרִים	שֶׁגָּר	22
478	אומרת	אמר	PAAL	Part	1,2,3	Sing	Fem	אוֹמֶרֶת	אָמַר	997
20	לכתוב	כתב	PAAL	Inf				לִכְתּוֹב	כָּתַב	69
1	נרשמים	נרשם	NIFAL	Part	3	Plur	Masc	נִרְשָׁמִים	נִרְשָׁם	6
1	תפסת	תפס	PAAL		2	Sing	Masc	תָּפַסְתָּ	תָּפַס	17
75	אוהבים	אהב	PAAL	Part	2	Plur	Masc	אוֹהֲבִים	אָהַב	164
154	לדבר	דיבר	PIEL	Inf				לְדַבֵּר	דִּיבֵּר	359
19	הפך	הפך	PAAL		3	Sing	Masc	הָפַךְ	הָפַךְ	96
2	מכיל	הכיל	HIFIL	Part	3	Sing	Masc	מֵכִיל	הֵכִיל	6
27	להוציא	הוציא	HIFIL	Inf				לְהוֹצִיא	הוֹצִיא	62
2	מוקדש	הוקדש	HUFAL	Part	3	Sing	Masc	מוּקְדָּשׁ	הוּקְדַּשׁ	2
99	רוצים	רצה	PAAL	Part	2	Plur	Masc	רוֹצִים	רָצָה	467
34	רציתי	רצה	PAAL		1	Sing	Masc	רָצִיתִי	רָצָה	467
31	לשאול	שאל	PAAL	Inf				לִשְׁאוֹל	שָׁאַל	111
1	עורך	ערך	PAAL	Part	1	Sing	Masc	עוֹרֵךְ	עֵרֶךְ	7
26	אוהב	אהב	PAAL	Part	1	Sing	Masc	אוֹהֵב	אָהַב	164
2	תקוע	תקע	PAAL	Part	3	Sing	Masc	תָּקוּעַ	תֶּקַע	2
104	נמצא	נמצא	NIFAL	Part	3	Sing	Masc	נִמְצָא	נִמְצָא	225
10	להסתובב	הסתובב	HITPAEL	Inf				לְהִסְתּוֹבֵב	הִסְתּוֹבֵב	16
1	הוצאים	הצאים	HIFIL	Part	3	Plur	Masc	הוֹצָאִים	הַצֵּאִים	1
1	הצטבר	הצטבר	HITPAEL		3	Sing	Masc	הִצְטַבֵּר	הִצְטַבֵּר	4
15	כולל	כלל	PAAL	Part	3	Sing	Masc	כּוֹלֵל	כְּלָל	20
1	כתבנו	כתב	PAAL		1	Plur	Masc	כָּתַבְנוּ	כָּתַב	69
1	הצטברו	הצטבר	HITPAEL		3	Plur	Fem,Masc	הִצְטַבְּרוּ	הִצְטַבֵּר	4
1	צילמנו	צילם	PIEL		1	Plur	Masc	צִּילַּמְנוּ	צִּילָּם	17
1	לכמות	לכמות	PAAL	Inf				לְכַמּוֹת	לְכַמּוֹת	1
1	להיקף	נקף	PAAL	Inf				לְהֶיקֵּף	נָקַף	1
32	אמרנו	אמר	PAAL		1	Plur	Masc	אָמַרְנוּ	אָמַר	997
1	להגד	הגד	PIEL	Inf				לְהֶגֶּד	הַגַּד	1
1	לערוך	ערך	PAAL	Inf				לַעֲרוֹךְ	עֵרֶךְ	7
7	השתנו	השתנה	HITPAEL		3	Plur	Fem,Masc	הִשְׁתַּנּוּ	הִשְׁתַּנָה	40
45	לצאת	יצא	PAAL	Inf				לָצֵאת	יָצָא	241
6	גילה	גילה	PIEL		3	Sing	Masc	גִּילָה	גִּילָה	37
7	אכל	אכל	PAAL		3	Sing	Masc	אָכַל	אָכַל	97
6	מגישים	הגיש	PIEL	Part	3	Plur	Masc	מַגִּישִׁים	הִגִּישׁ	22
1	חזקתי	חזק	PAAL		1	Sing	Masc	חָזַקְתִּי	חָזָק	2
37	מכיר	הכיר	HIFIL	Part	1	Sing	Masc	מַכִּיר	הִכִּיר	141
4	התברר	התברר	HITPAEL		3	Sing	Masc	הִתְבָּרֵר	הִתְבָּרֵר	5
168	אומר	אמר	PAAL	Part	3	Sing	Masc	אוֹמֵר	אָמַר	997
1	התיימרתי	התיימר	HITPAEL		1	Sing	Masc	הִתְיַימַּרְתִּי	הִתְיַימֵּר	1
3	הופטעתי	הופטע	HUFAL		1	Sing	Masc	הוּפְטַעְתִּי	הוּפְטַע	6
1	מקדישים	הקדיש	PIEL	Part	3	Plur	Masc	מַקְדִּישִׁים	הִקְדִּישׁ	4
8	מתייחסים	התייחס	HITPAEL	Part	3	Plur	Masc	מִתְיַיחֲסִים	הִתְיַיחֵס	32
2	עוסקים	עסק	PAAL	Part	3	Plur	Masc	עוֹסְקִים	עֵסֶק	36
9	פותח	פתח	PAAL	Part	2	Sing	Masc	פּוֹתֵחַ	פֶּתַח	77
1	שוארמה	שוארם	PAAL		3	Sing	Masc	שׁוֹאַרְמָה	שׁוֹאֲרָם	1
1	מתאמצים	התאמץ	HITPAEL	Part	3	Plur	Masc	מִתְאַמְצִים	הִתְאַמֵּץ	6
10	בודקים	בדק	PAAL	Part	3	Plur	Masc	בּוֹדְקִים	בָּדַק	52
13	ראינו	ראה	PAAL		1	Plur	Masc	רָאִינוּ	רָאָה	268
32	בוא	בא	PAAL		2	Sing	Masc	בּוֹא	בָּא	264
32	נגיד	הגיד	HIFIL		1	Sing	Masc	נַגִּיד	הִגִּיד	234
8	אדבר	דבר	PAAL		1	Sing	Masc	אֲדַבֵּר	דָּבָר	10
2	שמוסיפים	שמסיף	HIFIL	Part	3	Plur	Masc	שֶׁמּוֹסִיפִים	שֶׁמֵסִיף	2
1	מטעה	הטעה	HIFIL	Part	1,2,3	Sing	Masc	מַטְעֶה	הִטְעָה	1
1	מקובצת	קובץ	PUAL	Part	1,2,3	Sing	Fem	מְקוּבֶּצֶת	קוֹבֶץ	1
2	למדנו	למד	PAAL		1	Plur	Masc	לָמַדְנוּ	לָמַד	143
60	לקחת	לקח	PAAL	Inf				לָקַחַת	לֶקַח	156
32	לבוא	בא	PAAL	Inf				לָבוֹא	בָּא	264
25	לבקר	ביקר	PIEL	Inf				לְבַקֵּר	בִּיקֵּר	33
3	נצא	יצא	PAAL		1	Plur	Masc	נֵצֵא	יָצָא	241
8	ישנו	יש	PAAL		3	Sing	Masc	יֶשְׁנוֹ	יֵשׁ	1153
1	תלויות	תלה	PAAL	Part	3	Plur	Fem	תְּלוּיוֹת	תָּלָה	2
5	זכו	זכה	PAAL		3	Plur	Masc	זָּכוּ	זָּכָה	38
48	נמצאת	נמצא	NIFAL	Part	3	Sing	Fem	נִמְצֵאת	נִמְצָא	225
10	הקימו	הקים	HIFIL		3	Plur	Masc	הֵקִימוּ	הֵקִים	21
13	קראו	קרא	PAAL		3	Plur	Masc	קָּרְאוּ	קָרָא	113
4	תכירו	הכיר	PAAL		2	Plur	Masc	תַּכִּירוּ	הִכִּיר	141
1	אמצו	אמץ	PAAL		3	Plur	Masc	אִמְצוּ	אֹמֶץ	1
2	שבחר	שבחר	PAAL		3	Sing	Masc	שֶׁבָּחַר	שֶׁבָּחַר	2
1	זדקנו	זדק	PAAL		3	Plur	Masc	זִדְקְנוּ	זָּדַק	1
10	עבדו	עבד	PAAL		3	Plur	Fem,Masc	עָבְדוּ	עָבַד	226
5	נגמרה	נגמר	NIFAL		3	Sing	Fem	נִגְמְרָה	נִגְמַר	42
12	הלכו	הלך			3	Plur	Fem,Masc	הָלְכוּ	הָלַךְ	266
11	גרו	גר	PAAL		3	Plur	Masc	גָּרוּ	גָּר	91
1	הזדקנו	הזדיק	HIFIL		1	Plur	Masc	הִזְדַּקְנוּ	הִזְדִּיק	1
42	החליטו	החליט	HIFIL		3	Plur	Masc	הֶחֱלִיטוּ	הֶחֱלִיט	164
17	למכור	מכר	PAAL	Inf				לִמְכּוֹר	מַכָּר	43
4	קנה	קנה	PAAL		3	Sing	Masc	קָּנָה	קָּנָה	98
1	העיסה	העיס	HIFIL		3	Sing	Masc	הָעִיסָּה	הָעִיס	1
3	מכין	הכין	HIFIL	Part	1,2,3	Sing	Masc	מֵכִין	הֵכִין	59
1	התחינה	התחין	HIFIL		3	Sing	Fem	הִתְּחִינָה	הִתְחִין	1
10	ממשיך	המשיך	HIFIL	Part	3	Sing	Masc	מַמְשִׁיךְ	הִמְשִׁיךְ	113
3	מכבד	כיבד	PIEL	Part	3	Sing	Masc	מְכַבֵּד	כִּיבֵּד	5
30	מקבל	קיבל	PIEL	Part	1,2,3	Sing	Masc	מְקַבֵּל	קִיבֵּל	245
1	אתחינה	אחין	PAAL		3	Sing	Fem	אַתְּחִינָה	אָחִין	1
6	מוסיפים	הוסיף	HIFIL	Part	3	Plur	Masc	מוֹסִיפִים	הוֹסִיף	23
26	לשמור	שמר	PAAL	Inf				לִשְׁמוֹר	שָׁמַר	52
7	ענה	ענה	PAAL		3	Sing	Masc	עָנָה	עָנָה	18
30	החליט	החליט	HIFIL		3	Sing	Masc	הֶחֱלִיט	הֶחֱלִיט	164
7	שאל	שאל	PAAL		3	Sing	Masc	שָׁאַל	שָׁאַל	111
1	כיוון	כיוון	PAAL		3	Sing	Masc	כִּיוּוּן	כִּיוּוּן	6
1	יטעו	יטע	PAAL		3	Plur	Fem,Masc	יִטְעוּ	יֶטַע	1
33	גרם	גרם	PAAL		3	Sing	Masc	גָּרַם	גָּרַם	107
1	לאבא	איבא	PIEL	Inf				לְאַבָּא	אִיבָּא	1
11	יורד	ירד	PAAL	Part	3	Sing	Masc	יוֹרֵד	יָרַד	48
1	משלים	השלים	PIEL	Part	1,2,3	Sing	Masc	מַשְׁלִים	הִשְׁלִים	7
61	הולכים	הלך	PAAL	Part	1	Plur	Masc	הוֹלְכִים	הָלַךְ	266
9	לסגור	סגר	PAAL	Inf				לִסְגּוֹר	סֶּגֶּר	20
28	רצה	רצה	PAAL		3	Sing	Masc	רָצָה	רָצָה	467
26	לנסות	ניסה	PIEL	Inf				לְנַסּוֹת	נִיסָּה	85
5	אהב	אהב	PAAL		3	Sing	Masc	אָהַב	אָהַב	164
17	הצליח	הצליח	HIFIL		3	Sing	Masc	הִצְלִיחַ	הִצְלִיחַ	128
6	יספר	סיפר	HIFIL		3	Sing	Masc	יְסַפֵּר	סִּיפֵּר	121
53	לתת	נתן	PAAL	Inf				לָתֵת	נָתָן	147
2	יזם	יזם	PAAL		3	Sing	Masc	יַזָּם	יַזָּם	2
2	דאג	דאג	PAAL		3	Sing	Masc	דָּאַג	דָּאַג	41
3	לשרט	שירט	PIEL	Inf				לַשַּׂרְט	שֶׁיָּרַט	7
5	משדרים	שידר	PIEL	Part	3	Plur	Masc	מְשְַׁדְּרִים	שִׁידֵּר	11
7	נולדתי	נולד	NIFAL		1	Sing	Masc	נוֹלַדְתִּי	נוֹלַד	29
2	מתו	מת	PAAL		3	Plur	Masc	מֵתוּ	מֵת	22
1	מוכיח	הוכיח	HIFIL	Part	3	Sing	Masc	מוֹכִיחַ	הוֹכִיחַ	13
7	שומר	שמר	PAAL	Part	2	Sing	Masc	שׁוֹמֵר	שָׁמַר	52
14	השתנה	השתנה	HITPAEL		3	Sing	Masc	הִשְׁתַּנָה	הִשְׁתַּנָה	40
1	זכנים	זכן	PAAL	Part	3	Plur	Masc	זְכֵנִים	זָּכֵן	1
3	ממהרים	מיהר	HIFIL	Part	3	Plur	Masc	מְמַהֲרִים	מִיהֵר	4
1	נהיים	נהיה	NIFAL	Part	3	Plur	Masc	נִהְיִים	נִהְיֶה	1
19	תגיד	הגיד	HIFIL		3	Sing	Masc	תַּגִּיד	הִגִּיד	234
56	לספר	סיפר	PIEL	Inf				לְסַפֵּר	סִּיפֵּר	121
109	קורה	קרה	PAAL	Part	3	Sing	Masc	קוֹרֶה	קָּרָה	230
8	קורים	קרה	PAAL	Part	3	Plur	Masc	קוֹרִים	קָּרָה	230
5	קמים	קם	PAAL	Part	3	Plur	Masc	קָמִים	קָם	28
2	מנהלים	ניהל	PIEL	Part	3	Plur	Masc	מְנַהֲלִים	נִיהֵל	24
10	לנהל	ניהל	PIEL	Inf				לְנַהֵל	נִיהֵל	24
1	להשרות	השרה	HIFIL	Inf				לְהַשָּׁרוֹת	הַשָּׂרָה	1
4	לשטוף	שטף	PAAL	Inf				לִשְׁטוֹף	שֶׁטֶף	7
2	משרה	משרה	PIEL	Part	2	Sing	Masc	מִשְׂרָה	מִשְׂרָה	2
1	לנקה	לנקה	PIEL	Inf				לְנַקֶּה	לְנַקֶּה	1
2	לברר	בירר	PIEL	Inf				לְבָרֵר	בֵּיְרֵר	4
4	מוציא	הוציא	HIFIL	Part	1,2,3	Sing	Masc	מוֹצִיא	הוֹצִיא	62
39	מתחיל	התחיל	HIFIL	Part	3	Sing	Masc	מַתְחִיל	הִתְחִיל	351
6	לקום	קם	PAAL	Inf				לָקוּם	קָם	28
8	מספר	סיפר	PIEL	Part	3	Sing	Masc	מִסְפָּר	סִּיפֵּר	121
13	ניתן	ניתן	NIFAL	Part	3	Sing	Masc	נִיתָּן	נִיתָּן	13
6	יבואו	בא	PAAL		3	Plur	Fem,Masc	יָבוֹאוּ	בָּא	264
46	לדעת	ידע	PAAL	Inf				לָדַעַת	יֶדַע	335
2	נושם	נשם	PAAL	Part	3	Sing	Masc	נוֹשֵׁם	נָשְַׁם	3
3	מקשה	הקשה	HIFIL	Part	3	Sing	Masc	מַקְשֶׁה	הַקָּשֶׁה	6
19	להזמין	הזמין	HIFIL	Inf				לְהַזְמִין	הִזְמִין	43
36	כדאי	כדאי						כְּדַאי	כְּדַאי	36
36	מוזמנים	מוזמן	PAAL	Part	3	Plur	Masc	מוּזְמָנִים	מוּזְמָן	36
4	מתגנים	תיגן	HIFIL	Part	3	Plur	Masc	מִתְּגַּנִים	תִּיגָּן	4
2	מכוסה	כוסה	PUAL	Part	1,2,3	Sing	Fem	מְכוּסֶּה	כּוּסָּה	2
7	מחליפים	החליף	PIEL	Part	3	Plur	Masc	מַחֲלִיפִים	הֶחֱלִיף	23
1	תספיק	הספיק	HIFIL		3	Sing	Fem	תַּסְפִּיק	הִסְפִּיק	21
7	יעזרו	עזר			3	Plur	Fem,Masc	יַעַזְרוּ	עֵזֶר	160
16	לבחור	בחר	PAAL	Inf				לִבְחוֹר	בָּחַר	64
41	עובדים	עבד	PAAL	Part	1	Plur	Masc	עוֹבְדִים	עָבַד	226
62	יודעים	ידע	PAAL	Part	1	Plur	Masc	יוֹדְעִים	יֶדַע	335
2	להדגיש	הדגיש	HIFIL	Inf				לְהַדְגִּישׁ	הִדְגִּישׁ	2
53	חושבים	חשב	PAAL	Part	3	Plur	Masc	חוֹשְׁבִים	חָשַׁב	318
8	מסתכלים	הסתכל	HITPAEL	Part	3	Plur	Masc	מִסְתַכְּלִים	הִסְתַּכֵּל	61
3	מריח	הריח	HIFIL	Part	3	Sing	Masc	מֵרִיחַ	הָרֵיחַ	5
2	תברח	ברח	PAAL		3	Sing	Masc	תִּבָרַח	בָּרַח	17
2	תסתכל	הסתכל	PAAL		3	Sing	Masc	תִּסְתַכֵּל	הִסְתַּכֵּל	61
3	מטייל	טייל	HIFIL	Part	1,2,3	Sing	Masc	מְטַיֵּיל	טַיֵּיל	25
9	מנסה	ניסה	PIEL	Part	1	Sing	Masc	מְנַסֶּה	נִיסָּה	85
2	משרטים	שירט	PIEL	Part	3	Plur	Masc	מִשְׂרָטִים	שֶׁיָּרַט	7
19	להסתכל	הסתכל	HITPAEL	Inf				לְהִסְתַּכֵּל	הִסְתַּכֵּל	61
10	דואגים	דאג	PAAL	Part	3	Plur	Masc	דּוֹאֲגִים	דָּאַג	41
3	נפרדתי	נפרד	NIFAL		1	Sing	Masc	נִפְרַדְתִּי	נִפְרָד	10
46	לחזור	חזר	PAAL	Inf				לַחֲזוֹר	חָזַר	175
10	לעצור	עצר	PAAL	Inf				לַעֲצוֹר	עָצַר	29
8	פותחים	פתח	PAAL	Part	3	Plur	Masc	פּוֹתְחִים	פֶּתַח	77
16	קיבלו	קיבל	PIEL		3	Plur	Masc	קִיבְּלוּ	קִיבֵּל	245
16	מחכים	החכים	HIFIL	Part	3	Plur	Masc	מְחַכִּים	הַחַכִּים	16
1	מנשנשים	נשנש	PIEL	Part	3	Plur	Masc	מְנַשְׁנְשִׁים	נִשְׁנַשׁ	1
3	מחייכים	חייך	PIEL	Part	3	Plur	Masc	מְחַיְּיכִים	חִייֵּךְ	10
28	להודות	הודה	HIFIL	Inf				לְהוֹדוֹת	הוֹדָה	32
7	הסכימו	הסכים	HIFIL		3	Plur	Masc	הִסְכִּימוּ	הִסְכִּים	71
1	להקדיש	הקדיש	HIFIL	Inf				לְהַקְדִּישׁ	הִקְדִּישׁ	4
4	שקשורים	שקש	PAAL	Part	3	Plur	Masc	שִׁקְשׁוּרִים	שֶׁקֶשׁ	7
1	דרתי	דר	PAAL		1	Sing	Masc	דַּרְתִּי	דַּר	2
7	לחזק	חיזק	PIEL	Inf				לְחַזֵּק	חִיזֵּק	15
38	לקבוע	קבע	PAAL	Inf				לִקְבּוֹעַ	קֶבַע	55
19	לפנות	לפנות		Inf				לִפְנוֹת	לִפְנוֹת	19
18	נהניתם	הנהית	NIFAL		1	Plur	Masc	נֶהֱנֵיתֶם	הַנְּהִית	18
1	קדמה	קדם	PAAL		3	Sing	Fem	קִדְמָה	קֶדֶם	1
1	עזרתי	עזר	PIEL		1	Sing	Masc	עָזַרְתִּי	עֵזֶר	160
3	חיו	חי	PAAL		3	Plur	Masc	חָיו	חַי	62
22	הפכו	הפך	PAAL		3	Plur	Fem,Masc	הָפְכוּ	הָפַךְ	96
1	דחיתי	דחה	PAAL		1	Sing	Masc	דָּחִיתִי	דָּחָה	4
3	השתחררתי	השתחרר	HITPAEL		1	Sing	Masc	הִשְׁתַּחְרַרְתִּי	הִשְׁתַחְרֵר	9
1	השתחררו	השתחרר	HITPAEL		3	Plur	Fem,Masc	הִשְׁתַחְרְרוּ	הִשְׁתַחְרֵר	9
8	מוצא	הוצא	PAAL	Part	2	Sing	Masc	מוֹצֵא	הוּצָּא	9
11	יושבים	ישב	PAAL	Part	3	Plur	Masc	יוֹשְׁבִים	יָשְַׁב	65
10	עוברים	עבר	PAAL	Part	3	Plur	Masc	עוֹבְרִים	עָבַר	261
1	היגיעו	הגיע	HIFIL		3	Plur	Masc	הִיגִּיעוּ	הִגִּיעַ	464
7	מחכה	חיכה	PIEL	Part	1,2,3	Sing	Masc	מְחַכֶּה	חִיכָּה	27
1	דרכה	דרך	PAAL		3	Sing	Fem	דַּרְכָּהּ	דֶּרֶךְ	2
6	עשית	עשה	PAAL		1	Sing	Masc	עָשִׂיתָ	עָשָׂה	760
1	מדפיסה	הדפיס	HIFIL	Part	1,2,3	Sing	Fem	מַדְפִּיסָה	הִדְפִּיס	4
3	שולחת	שלח	PAAL	Part	3	Sing	Fem	שׁוֹלַחַת	שָׁלַח	47
1	התאספנו	התאספן	HITPAEL		1	Plur	Fem,Masc	הִתְאַסַּפְנוּ	הִתְאַסְפֵן	1
7	סיימנו	סיים	PIEL		1	Plur	Masc	סִייַּמְנוּ	סִּייֵּם	69
1	השקיע	השקיע	HIFIL		3	Sing	Masc	הִשְׁקִיעַ	הִשְׁקִיעַ	8
6	תכנן	תיכנן	PIEL		3	Sing	Masc	תִּכְנֵן	תִּיכְנֵן	6
1	שטף	שטף	PAAL		3	Sing	Masc	שֶׁטֶף	שֶׁטֶף	7
1	החליף	החליף	HIFIL		3	Sing	Masc	הֶחֱלִיף	הֶחֱלִיף	23
4	ישבנו	שב	PAAL		1	Plur	Masc	יָשְַׁבֵּנוּ	שָׁב	17
1	בוקעת	בקע	PAAL	Part	3	Sing	Fem	בּוֹקַעַת	בֶּקַע	1
8	הביא	הביא	HIFIL		3	Sing	Masc	הֵבִיא	הֵבִיא	77
1	לזלול	זלל	PAAL	Inf				לִזְלוֹל	זָּלַל	1
2	אכלנו	אכל	PAAL		1	Plur	Masc	אָכַלְנוּ	אָכַל	97
6	קם	קם	PAAL		3	Sing	Masc	קָם	קָם	28
14	חזר	חזר			3	Sing	Masc	חָזַר	חָזַר	175
1	נעמד	נעמד	NIFAL	Part	3	Sing	Masc	נֶעֱמַד	נֶעֱמַד	1
1	הכריז	הכריז	HIFIL		3	Sing	Masc	הִכְרִיז	הִכְרִיז	1
2	מחנו	מחנו	PAAL		1	Plur	Masc	מַחְנוּ	מַחְנוּ	2
1	הרמנו	הרמן	HIFIL		1	Plur	Masc	הֵרַמְנוּ	הֶרְמָן	1
3	התיישב	התיישב	HITPAEL		3	Sing	Masc	הִתְיַישֵּׁב	הִתְיַישֵּׁב	8
9	סיפר	סיפר	PIEL		3	Sing	Masc	סִּיפֵּר	סִּיפֵּר	121
10	שם	שם	PAAL	Part	2	Sing	Masc	שָׁם	שָׁם	79
15	הלך	הלך			3	Sing	Masc	הָלַךְ	הָלַךְ	266
21	לישון	ישן	PAAL	Inf				לִישׁוֹן	יָשֵׁן	23
15	פתח	פתח	PAAL		3	Sing	Masc	פֶּתַח	פֶּתַח	77
1	הריח	הריח	HIFIL		3	Sing	Masc	הָרֵיחַ	הָרֵיחַ	5
1	כשתקבלו	השתקבל	PAAL		3	Plur	Masc	כְּשֶׁתְּקַבְּלוּ	הִשְׁתַקְבֵּל	1
1	תבינ	הבין	PAAL		2	Sing	Masc	תָּבִינ	הֵבִין	159
18	לקח	לקח	PAAL		3	Sing	Masc	לֶקַח	לֶקַח	156
4	חייך	חייך	PIEL		1	Sing	Masc	חִייֵּךְ	חִייֵּךְ	10
35	עובר	עבר	PAAL	Part	3	Sing	Masc	עוֹבֵּר	עָבַר	261
1	נמרח	נמרח	NIFAL		3	Sing	Masc	נִמְרַח	נִמְרַח	1
1	התרוכנה	התרוכן	HITPAEL		3	Sing	Masc	הִתְרוֹכְנָה	הַתְּרוֹכֵן	1
7	טס	טס	PAAL	Part	1	Sing	Masc	טָס	טָס	18
2	נשארנו	נשאר	NIFAL		1	Plur	Masc	נִשְׁאַרְנוּ	נִשְׁאַר	101
57	הייתה	היה	PAAL		3	Sing	Fem	הָיְתָה	הָיָה	350
4	טעסו	טעס	PAAL		1	Plur	Masc	טַעֲסוֹ	טַעַס	5
7	שולחים	שלח	PAAL	Part	3	Plur	Masc	שׁוֹלְחִים	שָׁלַח	47
1	מתארות	תיאר	PIEL	Part	3	Plur	Fem	מְתָאֲרוֹת	תֵּיָאֵר	18
1	קיניתי	קינה	PAAL		1	Sing	Masc	קִינִּיתִי	קִינָּה	1
1	צילמתי	צילם	PIEL		1	Sing	Masc	צִּילַּמְתִּי	צִּילָּם	17
6	שלחתי	שלח	PAAL		1	Sing	Masc	שָׁלַחְתִּי	שָׁלַח	47
1	מוזנחת	מוזנח	PUAL	Part	1,2,3	Sing	Fem	מוּזְנַחַת	מוּזְנָח	1
3	מתאימה	התאים	HIFIL	Part	1,2,3	Sing	Fem	מַתְאִימָה	הִתְאִים	34
4	עמדו	עמד			3	Plur	Fem,Masc	עָמְדוּ	עָמַד	86
3	קלטו	קלט	PAAL		3	Plur	Masc	קָּלְטוּ	קֶלֶט	11
2	החזירו	החזיר	HIFIL		3	Plur	Masc	הֶחֱזִירוּ	הֶחֱזִיר	29
1	מטיל	הטיל	HIFIL	Part	1	Sing	Masc	מֵטִיל	הֵטִיל	4
14	להיפגש	נפגש	NIFAL	Inf				לְהִיפָּגֵשׁ	נִפְגַּשׁ	31
10	לטייל	טייל	PAAL	Inf				לְטַיֵּיל	טַיֵּיל	25
47	מדובר	דובר	PUAL	Part	3	Sing	Masc	מְדוּבָּר	דּוֹבֵּר	49
1	זמין	זמין	PAAL	Part	1,2,3	Sing	Masc	זָּמִין	זָּמִין	2
5	הציע	הציע	HIFIL		3	Sing	Masc	הִצִּיעַ	הִצִּיעַ	33
5	לחתום	חתם	PAAL	Inf				לַחְתּוֹם	חָתָם	16
7	ביקש	ביקש	PIEL		3	Sing	Masc	בִּיקֵּשׁ	בִּיקֵּשׁ	78
38	להמשיך	המשיך	HIFIL	Inf				לְהַמְשִׁיךְ	הִמְשִׁיךְ	113
5	אהבתי	אהב	PAAL		1	Sing	Masc	אָהַבְתִּי	אָהַב	164
17	ידעתי	ידע	PAAL		1	Sing	Masc	יָדַעְתִּי	יֶדַע	335
12	שומע	שמע	PAAL	Part	1	Sing	Masc	שׁוֹמֵעַ	שָׁמַע	173
4	תיתן	נתן	PAAL		3	Sing	Fem	תִּיתָּן	נָתָן	147
3	להרגיע	הרגיע	HIFIL	Inf				לְהַרְגִּיעַ	הִרְגִּיעַ	3
6	תחשוב	חשב	PAAL		2	Sing	Masc	תַּחֲשׁוֹב	חָשַׁב	318
8	להחליט	החליט	HIFIL	Inf				לְהַחְלִיט	הֶחֱלִיט	164
2	עניתי	ענה	PAAL		1	Sing	Masc	עָנִיתִי	עָנָה	18
1	לחצתי	לחצתי	PAAL		1	Sing	Masc	לָחַצְתִּי	לָחַצְתִּי	1
5	יצאתי	יצא	PAAL		1	Sing	Masc	יָצָאתִי	יָצָא	241
1	מונח	הונח	PUAL	Part	1,2,3	Sing	Masc	מוּנָּח	הוּנַּחַ	2
1	להריח	הריח	HIFIL	Inf				לְהָרִיחַ	הָרֵיחַ	5
3	השתחרתי	השתחר	HITPAEL		1	Sing	Masc	הִשְׁתַּחַרְתִּי	הִשְׁתַחֵר	3
33	רצו	רצה	PAAL		3	Plur	Masc	רָצוּ	רָצָה	467
47	נתחיל	התחיל	HIFIL		1	Plur	Masc	נַתְחִיל	הִתְחִיל	351
9	נחשבת	נחשב	NIFAL	Part	3	Sing	Fem	נֶחֱשֶׁבֶת	נֶחֱשָׁב	40
2	הופכת	הפך	PAAL	Part	3	Sing	Fem	הוֹפֶּכֶת	הָפַךְ	96
3	טסו	טסה	PAAL		3	Plur	Masc	טָּסוּ	טָּסָה	8
9	להרוויח	הרוויח	HIFIL	Inf				לְהַרְוִויחַ	הִרְוִויחַ	22
8	נכנסו	נכנס	NIFAL		3	Plur	Fem	נִכְנְסוּ	נִכְנַס	148
1	שילמו	שילם	PIEL		3	Plur	Masc	שִׁילְּמוּ	שִׁילֵּם	54
2	ביקשו	ביקש	PIEL		3	Plur	Masc	בִּיקְּשׁוּ	בִּיקֵּשׁ	78
6	להציג	הציג	HIFIL	Inf				לְהַצִּיג	הִצִּיג	9
4	מסתיימת	הסתיים	HITPAEL	Part	1,2,3	Sing	Fem	מִסְתַּיֶּימֶת	הִסְתַיֵּים	14
4	נגמרת	נגמר	NIFAL	Part	3	Sing	Fem	נִגְמֶרֶת	נִגְמַר	42
1	מכינות	מכינה	PIEL	Part	3	Plur	Fem	מְכִינוֹת	מְכִינָה	1
3	טסים	טס	PAAL	Part	3	Plur	Masc	טָּסִים	טָס	18
1	יוצרים	יצר	PAAL	Part	3	Plur	Masc	יוֹצְרִים	יָצַר	53
9	המשיך	המשיך	HIFIL		3	Sing	Masc	הִמְשִׁיךְ	הִמְשִׁיךְ	113
3	נמשכה	נמשך	NIFAL		3	Sing	Fem	נִמְשְׁכָה	נִמְשָׁךְ	17
10	נמאס	נמאס	NIFAL	Part	3	Sing	Masc	נִמְאַס	נִמְאַס	10
2	החלו	החל	HIFIL		3	Plur	Masc	הֵחֵלּוּ	הֵחֵל	14
