formOccurrences	form	lemma	Gender	Number	form_niqqud	lemma_niqqud	lemmaCount
6	חיפוש	חיפוש	Masc	Sing	חִיפּוּשׂ	חִיפּוּשׂ	8
1	הדגימה	הדגימה	Fem	Sing	הִדְגִּימָה	הִדְגִּימָה	1
4	טור	טור	Masc	Sing	טוּר	טוּר	4
5	לימודי	לימודים	Masc	Plur	לִימּוּדִי	לִימּוּדִים	42
2	סטטיסטיקה	סטטיסטיקה	Fem	Sing	סְטָטִיסְטִיקָה	סְטָטִיסְטִיקָה	3
1	דגימה	דגימה	Fem	Sing	דְּגִימָה	דְּגִימָה	3
5	זהירות	זהירות	Fem	Sing	זְהִירוּת	זְהִירוּת	5
8	סביבות	סביבה	Fem	Plur	סְבִיבוֹת	סְבִיבָה	19
19	אזורים	אזור	Masc	Plur	אֲזוֹרִים	אֵזוֹר	80
10	מרחק	מרחק	Masc	Sing	מֶרְחָק	מֶרְחָק	12
4	הגעת	הגעה	Fem	Sing	הִגַּעְתָּ	הַגָּעָה	7
7	בחינתי	בחינה	Masc	Sing	בְּחִינָתִי	בְּחִינָה	69
2	מחל	מחל	Masc	Sing	מַחַל	מַחַל	2
5	עובד	עובד	Masc	Sing	עוֹבֵּד	עוֹבֵּד	46
6	הייטק	הייטק	Masc	Sing	הַיְּיטֵק	הַיְּיטֵק	6
94	בן	בן	Masc	Sing	בֶּן	בֶּן	126
5	מנהלים	מנהל	Masc	Plur	מְנַהֲלִים	מְנַהֵל	41
16	קבוצת	קבוצה	Fem	Sing	קְבוּצַת	קְבוּצָה	95
2	אוזן	אוזן	Fem	Sing	אוֹזֶן	אוֹזֶן	4
4	קהילת	קהילה	Fem	Sing	קְהִילַּת	קְהִילָּה	47
51	קבוצה	קבוצה	Fem	Sing	קְבוּצָה	קְבוּצָה	95
24	מנהל	מנהל	Masc	Sing	מְנַהֵל	מְנַהֵל	41
1	פעילה	פעיל	Fem	Sing	פְּעִילָה	פָּעִיל	1
166	מדינה	מדינה	Fem	Sing	מְדִינָה	מְדִינָה	306
9	פוסטים	פוסט	Masc	Plur	פּוֹסְטִים	פּוֹסְט	15
27	מספר	מספר	Masc	Sing	מִסְפָּר	מִסְפָּר	39
5	ניהול	ניהול	Masc	Sing	נִיהוּל	נִיהוּל	5
57	גמרי	גמר	Masc	Sing	גַּמְרֵי	גְּמָר	85
7	תגובה	תגובה	Fem	Sing	תְּגוּבָה	תְּגוּבָה	28
26	הודעה	הודעה	Fem	Sing	הוֹדָעָה	הוֹדָעָה	43
37	שמ	שם	Masc	Sing	שַּׁמ	שָׁם	165
13	צוות	צוות	Fem	Sing	צֶּוֶות	צֶּוֶות	13
6	הנהלה	הנהלה	Fem	Sing	הַנְּהָלָה	הַנְּהָלָה	9
2	זמני	זמני	Masc	Plur	זְמַנִי	זְמַנִי	2
51	דעת	דעה	Fem	Sing	דַּעַת	דֵּעָה	59
5	קסם	קסם	Masc	Sing	קֶסֶם	קֶסֶם	6
10	ילדות	ילד	Fem	Plur	יַלְדוּת	יֶלֶד	283
38	גיל	גיל	Masc	Sing	גִּיל	גִּיל	44
5	מצבים	מצב	Masc	Plur	מַצָּבִים	מַצָּב	109
244	דברים	דבר	Masc	Plur	דְּבָרִים	דָּבָר	551
13	פעמיים	פעם	Fem	Dual	פַּעֲמַיִים	פַּעַם	203
32	קטע	קטע	Masc	Sing	קֶטַע	קֶטַע	35
18	אורך	אורך	Masc	Sing	אוֹרֶךְ	אוֹרֶךְ	18
27	קבוצות	קבוצה	Fem	Plur	קְבוּצוֹת	קְבוּצָה	95
6	פלטפורמות	פלטפורמה	Fem	Plur	פְּלַטְפוֹרְמוֹת	פָּלַטְפוֹרְמָה	16
11	טלפונים	טלפון	Masc	Plur	טֵלֵפוֹנִים	טֵלֵפוֹן	70
1	מאפיינים	מאפיין	Masc	Plur	מְאַפְיְינִים	מְאַפְיֵין	1
1	טורפת	טורף	Fem	Sing	טוֹרֶפֶת	טוֹרֵף	7
10	שנתיים	שנה	Fem	Dual	שְׁנָתַיִם	שָׁנָה	504
8	שמה	שם	Fem	Sing	שְׁמָהּ	שָׁם	165
35	איש	איש	Masc	Sing	אִישׁ	אִישׁ	730
23	צעירים	צעיר	Masc	Plur	צְּעִירִים	צָּעִיר	27
9	מבוגרים	מבוגר	Masc	Plur	מְבוּגָּרִים	מְבוּגָּר	11
8	ביקורות	ביקורת	Fem	Plur	בִּיקּוֹרוֹת	בִּיקּוֹרֶת	33
5	הקטע	הקטע	Masc	Sing	הַקֶּטַע	הַקֶּטַע	5
37	קהילה	קהילה	Fem	Sing	קְהִילָּה	קְהִילָּה	47
208	כל	כול	Masc	Sing	כָּל	כּוֹל	221
59	נושא	נושא	Masc	Sing	נוֹשֵׂא	נוֹשֵׂא	81
10	חברי	חבר	Masc	Plur	חַבְרֵי	חָבֵר	137
3	איחול	איחול	Masc	Sing	אִיחוּל	אִיחוּל	4
14	מזרח	מזרח	Masc	Sing	מִזְרָח	מִזְרָח	14
57	ישראלים	ישראלי	Masc	Plur	יִשְׂרְאֵלִים	יִשְׂרְאֵלִי	65
1	פנפל	פנפל	Masc	Sing	פִּנְפֵּל	פִּנְפֵּל	1
1	מומחה	מומחה	Masc	Sing	מוּמְחֶה	מוּמְחֶה	3
26	רחוב	רחוב	Masc	Sing	רְחוֹב	רְחוֹב	35
83	שנת	שנה	Fem	Sing	שְׁנַת	שָׁנָה	504
1	זכרונ	זכרון	Masc	Sing	זִכְרוֹנ	זִכָּרוֹן	6
5	ברכה	ברכה	Fem	Sing	בְּרָכָה	בְּרָכָה	6
3	מדרי	מדר	Masc	Plur	מַדְרִי	מַדָּר	3
2	חומוסיות	חומוסיות	Fem	Plur	חוּמוּסִיּוֹת	חוּמוּסִיּוֹת	2
6	המלצות	המלצה	Fem	Plur	הַמְלָצוֹת	הַמְלָצָה	6
26	רחבי	רחב	Masc	Plur	רַחֲבִי	רָחָב	26
6	לקוח	לקוח	Masc	Sing	לָקוֹחַ	לָקוֹחַ	33
58	שאלה	שאלה	Fem	Sing	שְׁאֵלָה	שְׁאֵלָה	94
1	מוכרי	מכר	Masc	Plur	מוּכָּרִי	מַכָּר	4
2	שוארמה	שוארמה	Fem	Sing	שׁוֹאַרְמָה	שׁוֹאַרְמָה	2
3	שותפים	שותף	Masc	Plur	שׁוּתָּפִים	שׁוּתָּף	12
10	דין	דין	Masc	Sing	דִּין	דִּין	10
8	מנות	מנה	Fem	Plur	מָנוֹת	מָנָה	31
1	סופי	סופי	Masc	Sing	סוֹפִי	סוֹפִי	1
15	טיולים	טיול	Masc	Plur	טִיּוּלִים	טִיּוּל	100
11	חומר	חומר	Masc	Sing	חוֹמֶר	חוֹמֶר	17
1	שונית	שונית	Fem	Sing	שׁוֹנִית	שׁוֹנִית	1
1	אדסטארט	אדסטארט	Masc	Sing	אַדְסְטַארְט	אַדְסְטַארְט	1
10	מזון	מזון	Masc	Sing	מָזוֹן	מָזוֹן	10
5	שמחת	שמחה	Fem	Sing	שְִׂמַחַת	שְִׂמֵחָה	25
2	אחוזים	אחוז	Masc	Plur	אֲחוּזִים	אָחוּז	8
15	אהבה	אהבה	Fem	Sing	אַהֲבָה	אַהֲבָה	15
15	חיי	חיים	Masc	Plur	חַיִי	חַיִים	123
1	עשייה	עשייה	Fem	Sing	עֲשִִׂיָּיה	עֲשִִׂיָּיה	1
1	מרמת	מרמה	Fem	Sing	מֵרֶמֶת	מִרְמָה	4
11	רצינות	רצינות	Fem	Sing	רְצִינוּת	רְצִינוּת	11
2	מלאכה	מלאכה	Fem	Sing	מְלָאכָה	מְלָאכָה	2
2	כאורה	כאורה	Masc	Sing	כְּאוֹרָה	כְּאוֹרָה	2
74	אדם	אדם	Masc	Sing	אָדָם	אָדָם	74
17	יד	יד	Fem	Sing	יָד	יָד	40
7	ניקיון	ניקיון	Masc	Sing	נִיקְיוֹן	נִיקְיוֹן	13
2	היגיינה	היגיינה	Fem	Sing	הִיגְּיְינָה	הִיגְּיְינָה	2
2	סטנדרטים	סטנדרט	Masc	Plur	סְטַנְדְרָטִים	סְטַנְדְרֵט	2
98	עניין	עניין	Masc	Sing	עִנְיָין	עִנְיָין	123
38	בחינת	בחינה	Fem	Sing	בְּחִינַת	בְּחִינָה	69
1	יגיינה	יגיינה	Fem	Sing	יִגְיְינָה	יִגְיְינָה	1
27	סיפורים	סיפור	Masc	Plur	סִּיפּוּרִים	סִּיפּוּר	171
1	הבחנה	הבחנה	Fem	Sing	הַבְּחָנָה	הַבְּחָנָה	1
4	עלים	על	Masc	Plur	עָלִים	עַל	4
1	ירוק	ירוק	Masc	Sing	יָרוֹק	יָרוֹק	1
1	פטרוזיליה	פטרוזיליה	Fem	Sing	פֶּטְרוֹזִילְיָה	פֶּטְרוֹזִילְיָה	1
1	קוצברה	קוצברה	Masc	Sing	קוֹצְבְּרָה	קוֹצְבְּרָה	1
23	הבדל	הבדל	Masc	Sing	הֶבְדֵּל	הֶבְדֵּל	35
30	טעמים	טעם	Masc	Plur	טְעָמִים	טַעַם	69
42	כמות	כמות	Fem	Sing	כַּמוּת	כַּמוּת	54
6	כדורים	כדור	Masc	Plur	כַּדוּרִים	כַּדוּר	25
1	פירת	פירה	Fem	Sing	פֵּיְרַת	פִּירָה	1
12	גודל	גודל	Masc	Sing	גּוֹדֶל	גּוֹדֶל	12
3	ספירה	ספירה	Fem	Sing	סְפִירָה	סְפִירָה	3
4	תחינה	תחינה	Fem	Sing	תְּחִינָּה	תְּחִינָּה	4
1	מדוכני	מדוכן	Masc	Plur	מְדוּכָנִי	מַדּוּכָן	1
14	זקנים	זקן	Masc	Plur	זְקֵנִים	זָּקֵן	14
2	פל	פל	Masc	Sing	פָּל	פָּל	2
1	סקנים	סקן	Masc	Plur	סְקָנִים	סְקָן	1
51	זוג	זוג	Masc	Sing	זוּג	זוּג	75
17	תמונה	תמונה	Fem	Sing	תְּמוּנָה	תְּמוּנָה	39
3	צילומי	צילום	Masc	Plur	צִּילּוּמִי	צִּילּוּם	16
16	כתבות	כתבה	Fem	Plur	כַּתָּבוֹת	כָּתְבָה	52
3	עיתונות	עיתונות	Fem	Sing	עִיתּוֹנוּת	עִיתּוֹנוּת	3
14	מסגרת	מסגרת	Fem	Sing	מִסְגֶּרֶת	מִסְגֶּרֶת	21
1	קרות	קרות	Fem	Plur	קָּרוֹת	קָּרוֹת	1
95	תודה	תודה	Fem	Sing	תּוֹדָה	תּוֹדָה	95
2	תיקים	תיק	Masc	Plur	תִּיקִים	תִּיק	11
1	ציור	ציור	Masc	Sing	צִּיוּר	צִּיוּר	1
1	מנורת	מנורה	Fem	Sing	מְנוֹרֶת	מְנוֹרָה	1
1	נאון	נאון	Masc	Sing	נָאוֹן	נָאוֹן	1
5	גר	גר	Masc	Sing	גָּר	גָּר	6
1	חיפאים	חיפאי	Masc	Plur	חִיפָּאִים	חִיפָּאִי	1
50	ילד	ילד	Masc	Sing	יֶלֶד	יֶלֶד	283
7	מסלול	מסלול	Masc	Sing	מַסְלוּל	מַסְלוּל	9
7	רצף	רצף	Masc	Sing	רֶצֶף	רֶצֶף	7
2	מסה	מסה	Fem	Sing	מַסָּה	מַסָּה	2
30	אבא	אבא	Masc	Sing	אַבָּא	אַבָּא	30
1	קליינט	קליינט	Masc	Sing	קְלַיְינְט	קְלַיְינְט	2
1	מוניטין	מוניטין	Masc	Sing	מוֹנִיטִין	מוֹנִיטִין	1
2	עיסה	עיסה	Fem	Sing	עִיסָּה	עִיסָּה	6
3	תערובת	תערובת	Fem	Sing	תַּעֲרוֹבֶת	תַּעֲרוֹבֶת	3
2	קונספט	קונספט	Masc	Sing	קוֹנְסֵפְט	קוֹנְסֵפְט	2
1	קציצה	קציצה	Fem	Sing	קְצִיצָה	קְצִיצָה	1
3	קבלת	קבלה	Fem	Sing	קַבָּלַת	קַבָּלָה	8
19	סוגים	סוג	Masc	Plur	סוּגִים	סוּג	83
15	איכות	איכות	Fem	Sing	אֵיכוּת	אֵיכוּת	15
45	בת	בת	Fem	Sing	בַּת	בַּת	67
2	אמבה	אמבה	Fem	Sing	אַמְבָּה	אַמְבָּה	2
39	טעם	טעם	Masc	Sing	טַעַם	טַעַם	69
2	הזקנים	הזקן	Masc	Plur	הַזְּקֵנִים	הַזָּקֵן	2
31	אמא	אמא	Fem	Sing	אִמָּא	אִמָּא	31
1	סקטור	סקטור	Masc	Sing	סֶּקְטוֹר	סֶּקְטוֹר	1
1	וועז	ועז	Masc	Sing	וָועַז	וְעַז	1
3	שלט	שלט	Masc	Sing	שֶׁלֶט	שֶׁלֶט	6
25	תחום	תחום	Masc	Sing	תְּחוּם	תְּחוּם	27
11	מפעל	מפעל	Masc	Sing	מִפְעָל	מִפְעָל	22
2	קרמיקה	קרמיקה	Fem	Sing	קַרְמִיקָה	קַרְמִיקָה	2
6	קריית	קריה	Fem	Sing	קִרְיַית	קִרְיָה	6
1	זביבה	זביבה	Fem	Sing	זְּבִיבָה	זְּבִיבָה	1
1	סכנים	סכן	Masc	Plur	סַכָּנִים	סַכֵּן	1
9	כאב	כאב	Masc	Sing	כְּאֵב	כְּאֵב	11
8	סוד	סוד	Masc	Sing	סוֹד	סוֹד	11
2	פרסומת	פרסומת	Fem	Sing	פִּרְסוֹמֶת	פִּרְסוֹמֶת	2
21	כניסה	כניסה	Fem	Sing	כְּנִיסָה	כְּנִיסָה	21
28	שירות	שירות	Masc	Sing	שֵּׁירוּת	שֵּׁירוּת	46
1	דדי	דדי	Masc	Sing	דָּדִי	דָּדִי	1
8	קוחות	קוח	Masc	Plur	קוֹחוֹת	קוֹחַ	8
1	היחס	היחס	Masc	Sing	הַיַּחַס	הַיַּחַס	1
35	חוויה	חוויה	Fem	Sing	חֲוָויָה	חֲוָויָה	47
4	נות	נות	Fem	Sing	נוֹת	נוֹת	4
8	לוחות	לוח	Masc	Plur	לוּחוֹת	לוּחַ	19
10	דם	דם	Masc	Sing	דָּם	דָּם	12
1	ענינים	ענין	Masc	Plur	עִנְיָנִים	עִנְיָן	1
2	עגבניה	עגבניה	Fem	Sing	עַגְבָנִיָּה	עַגְבָנִיָּה	2
18	שוק	שוק	Masc	Sing	שׁוּק	שׁוּק	19
2	ברז	ברז	Masc	Sing	בֶּרֶז	בֶּרֶז	2
13	קשיים	קושי	Masc	Plur	קְשָׁיִים	קוֹשִׁי	49
4	זמנות	זמנות	Fem	Plur	זְמַנּוֹת	זְמַנּוֹת	4
1	קליינטים	קליינט	Masc	Plur	קְלַיְינְטִים	קְלַיְינְט	2
8	חניה	חנייה	Fem	Sing	חֲנָיָה	חֲנָיָיה	9
3	שיחת	שיחה	Fem	Sing	שִִׂיחַת	שִִׂיחָה	68
17	תנאים	תנאי	Masc	Plur	תְּנָאִים	תְּנַאי	21
2	השגרה	השגרה	Fem	Sing	הַשִּׁגְרָה	הַשִּׁגְרָה	2
1	ילה	ילה	Masc	Sing	יָלָה	יָלָה	1
38	לילה	לילה	Masc	Sing	לַיְלָה	לַיְלָה	40
3	קליפות	קליפה	Fem	Plur	קְלִיפּוֹת	קְלִיפָה	3
5	אבנים	אבן	Fem	Plur	אֲבָנִים	אֶבֶן	13
1	מכורת	מכורה	Fem	Sing	מַכּוֹרֶת	מְכוּרָה	1
11	תבלינים	תבלין	Masc	Plur	תַּבְלִינִים	תַּבְלִין	12
1	ירק	ירק	Masc	Sing	יָרָק	יָרָק	4
31	תהליך	תהליך	Masc	Sing	תַּהֲלִיךְ	תַּהֲלִיךְ	37
2	מיום	מיום	Masc	Sing	מִיּוֹם	מִיּוֹם	2
2	תאים	תא	Masc	Plur	תָּאִים	תָּא	5
12	אחי	אח	Masc	Sing	אָחִי	אָח	44
3	מדד	מדד	Masc	Sing	מַדָּד	מַדָּד	3
12	תנועה	תנועה	Fem	Sing	תְּנוּעָה	תְּנוּעָה	16
3	כנות	כנות	Fem	Sing	כֵּנוּת	כֵּנוּת	3
3	משמרת	משמרת	Fem	Sing	מִשְׁמֶרֶת	מִשְׁמֶרֶת	5
1	טריות	טריה	Fem	Plur	טָּרִיּוֹת	טִרְיָה	1
3	יחידים	יחיד	Masc	Plur	יְחִידִים	יָחִיד	3
15	גב	גב	Masc	Sing	גַּב	גַּב	15
1	צ'יפסר	צ'יפסר	Masc	Sing	צִ'יפְסֶר	צִ'יפְסֶר	1
3	גז	גז	Masc	Sing	גַּז	גַּז	3
6	פירורים	פירור	Masc	Plur	פֵּיְרוּרִים	פֵּיְרוּר	7
8	ריח	ריח	Masc	Sing	רֵיחַ	רֵיחַ	8
1	שרוף	שרוף	Masc	Sing	שָׂרוּף	שָׂרוּף	1
38	מערכת	מערכת	Fem	Sing	מַעֲרֶכֶת	מַעֲרֶכֶת	47
4	נשימה	נשימה	Fem	Sing	נְשִׁימָה	נְשִׁימָה	4
42	גוף	גוף	Masc	Sing	גּוּף	גּוּף	47
5	עצות	עצות	Fem	Plur	עֵצוֹת	עֵצוֹת	5
3	עסקי	עסק	Masc	Plur	עִסְקִי	עֵסֶק	49
54	מחיר	מחיר	Masc	Sing	מְחִיר	מְחִיר	90
1	תגון	תגון	Masc	Sing	תָּגוּן	תָּגוּן	1
1	רוף	רוף	Masc	Sing	רוּף	רוּף	1
2	סלט	סלט	Masc	Sing	סָּלָט	סָּלָט	8
13	בטן	בטן	Fem	Sing	בֶּטֶן	בֶּטֶן	13
2	פלף	פלף	Masc	Sing	פְּלָף	פְּלָף	2
8	ש₪	ש₪	Masc	Sing	ש₪	ש₪	8
2	למנה	למנה	Masc	Sing	לְמָנָה	לְמָנָה	2
1	גרוש	גרוש	Masc	Sing	גָּרוּשׁ	גָּרוּשׁ	1
1	נקנקיה	נקנקיה	Fem	Sing	נַקְנַקְיָה	נַקְנַקְיָה	2
11	שדה	שדה	Masc	Sing	שָׂדֶה	שָׂדֶה	16
22	תעופה	תעופה	Fem	Sing	תְּעוּפָה	תְּעוּפָה	22
2	לחמניה	לחמניה	Fem	Sing	לַחְמָנִיָּה	לַחְמָנִיָּה	2
1	חרדל	חרדל	Masc	Sing	חַרְדָּל	חַרְדָּל	1
1	קטצ'ופ	קטצ'וף	Masc	Sing	קַטְצ'וֹפּ	קַטְצ'וֹף	1
5	בצל	בצל	Masc	Sing	בָּצֵל	בָּצֵל	5
25	כלום	כלום	Masc	Sing	כְּלוּם	כְּלוּם	25
12	שק	שק	Masc	Sing	שַּׂק	שַּׂק	13
3	גיוני	גיון	Masc	Sing	גִּיוֹנִי	גִּיוֹן	5
6	שקית	שקית	Fem	Sing	שַּׂקִית	שַּׂקִית	6
6	גרם	גרם	Masc	Sing	גָּרַם	גָּרַם	6
2	מנת	מנה	Fem	Sing	מְנַת	מָנָה	31
1	חלבון	חלבון	Masc	Sing	חֶלְבּוֹן	חֶלְבּוֹן	1
3	לשעות	לשע	Fem	Plur	לְשָׁעוֹת	לְשַּׁע	3
8	שכן	שכן	Masc	Sing	שֶׁכֵּן	שֶׁכֵּן	20
6	הדלת	הדלה	Fem	Sing	הַדֶּלֶת	הַדַּלָּה	6
12	אים	אים	Masc	Sing	אַיָּם	אַיָּם	12
1	פלכנים	פלכן	Masc	Plur	פַּלְכָנִים	פָּלְכָן	1
13	כבוד	כבוד	Masc	Sing	כָּבוֹד	כָּבוֹד	13
3	כף	כף	Fem	Sing	כַּף	כַּף	10
5	היד	היד	Fem	Sing	הַיָּד	הַיָּד	5
1	תוכן	תוכן	Masc	Sing	תּוֹכֶן	תּוֹכֶן	16
13	חוצה	חוצה	Fem	Sing	חוּצָה	חוּצָה	13
3	רצונ	רצון	Masc	Sing	רָצוֹנ	רָצוֹן	19
1	מזמנ	מזמן	Masc	Sing	מִזְּמַנ	מִזְּמַן	1
21	תגובות	תגובה	Fem	Plur	תְּגוּבוֹת	תְּגוּבָה	28
6	ערות	ערות	Fem	Plur	עֵרוֹת	עֵרוֹת	6
4	הצעות	הצעה	Fem	Plur	הַצָּעוֹת	הַצָּעָה	13
15	מייל	מייל	Masc	Sing	מַּיְיל	מַּיְיל	18
3	מקווה	קיווה	Masc	Sing	מְקַוֶּוה	קִיוָוה	3
24	שלום	שלום	Masc	Sing	שָׁלוֹם	שָׁלוֹם	43
1	ארב	ארב	Masc	Sing	אָרַב	אָרַב	1
5	נוער	נוער	Masc	Sing	נוֹעַר	נוֹעַר	5
11	סיכון	סיכון	Masc	Sing	סִּיכּוּן	סִּיכּוּן	11
1	מכיתה	מכיתה	Fem	Sing	מִכִּיתָה	מִכִּיתָה	1
5	עד	עד	Masc	Sing	עַד	עַד	6
7	מסגרות	מסגרת	Fem	Plur	מִסְגְּרוֹת	מִסְגֶּרֶת	21
28	חינוך	חינוך	Masc	Sing	חִינּוּךְ	חִינּוּךְ	28
3	הגעה	הגעה	Fem	Sing	הַגָּעָה	הַגָּעָה	7
2	מוסד	מוסד	Masc	Sing	מוֹסָד	מוֹסָד	4
1	שנשינים	שנשין	Masc	Plur	שְַׁנְשִׁינִים	שַׁנָּשִׁין	1
3	קומונה	קומונה	Fem	Sing	קוֹמוּנָה	קוֹמוּנָה	3
8	תקופות	תקופה	Fem	Plur	תְּקוּפוֹת	תְּקוּפָה	88
108	חיים	חיים	Masc	Plur	חַיִים	חַיִים	123
8	תאריך	תאריך	Masc	Sing	תַּאֲרִיךְ	תַּאֲרִיךְ	13
10	גיוס	גיוס	Masc	Sing	גִּיוּס	גִּיוּס	10
1	מבית	מבית	Masc	Sing	מִבַּיִת	מִבַּיִת	1
14	מרפסת	מרפסת	Fem	Sing	מִרְפֶּסֶת	מִרְפֶּסֶת	15
2	מגורי	מגורים	Masc	Plur	מְגוּרִי	מְגוּרִים	4
6	שיער	שיער	Masc	Sing	שַּׂיַעַר	שַּׂיַעַר	6
5	בגדי	בגד	Masc	Plur	בִּגְדֵּי	בֶּגֶּד	18
1	לוכלכים	לוכלך	Masc	Plur	לוּכְלָכִים	לוּכְלַךְ	1
1	ג'וינטים	ג'וינט	Masc	Plur	ג'וֹיְנְטִים	ג'וֹיְנְט	1
2	סבב	סבב	Masc	Sing	סַבָּב	סַבָּב	3
16	הפסקה	הפסקה	Fem	Sing	הַפְּסָקָה	הַפְּסָקָה	22
22	בנות	בת	Fem	Plur	בָּנוֹת	בַּת	67
5	גרעין	גרעין	Masc	Sing	גַּרְעִין	גַּרְעִין	6
1	גדש	גדש	Masc	Sing	גָּדָשׁ	גָּדָשׁ	1
15	פינה	פינה	Fem	Sing	פִּינָּה	פִּינָּה	19
4	כרטיסי	כרטיס	Masc	Plur	כַּרְטִיסִי	כַּרְטִיס	28
43	טיסה	טיסה	Fem	Sing	טִּיסָה	טִּיסָה	71
1	אלקטרונים	אלקטרון	Masc	Plur	אֶלֶקְטְרוֹנִים	אֶלֶקְטְרוֹן	1
1	מנייר	מנייר	Masc	Sing	מִנְּיָיר	מִנְּיָיר	1
4	סוכנות	סוכנות	Fem	Sing	סוֹכְנוּת	סוֹכְנוּת	4
4	נסיעות	נסיעה	Fem	Plur	נְסִיעוֹת	נְסִיעָה	22
6	הזמנה	הזמנה	Fem	Sing	הַזְמָנָה	הַזְמָנָה	8
7	כרטיסים	כרטיס	Masc	Plur	כַּרְטִיסִים	כַּרְטִיס	28
3	דואר	דואר	Masc	Sing	דּוֹאַר	דּוֹאַר	3
58	שעות	שעה	Fem	Plur	שָׁעוֹת	שָׁעָה	111
5	ישיבה	ישיבה	Fem	Sing	יְשִׁיבָה	יְשִׁיבָה	7
3	סידורים	סידור	Masc	Plur	סִּידּוּרִים	סִּידּוּר	7
19	קניות	קנייה	Fem	Plur	קְנִיּוֹת	קְנִיָּיה	21
1	קולב	קולב	Masc	Sing	קוֹלָב	קוֹלָב	1
1	איסוף	איסוף	Masc	Sing	אִיסּוּף	אִיסּוּף	1
2	כביסה	כביסה	Fem	Sing	כְּבִיסָה	כְּבִיסָה	2
2	דייט	דייט	Masc	Sing	דֵּיְיט	דֵּיְיט	4
2	פאב	פאב	Masc	Sing	פָּאב	פָּאב	2
3	מצאים	מצאי	Masc	Plur	מְצָאִים	מְצָאִי	3
9	מיטה	מיטה	Fem	Sing	מִיטָּה	מִיטָּה	9
38	רוח	רוח	Fem	Sing	רוּחַ	רוּחַ	45
11	שפות	שפה	Fem	Plur	שָׂפוֹת	שָׂפָה	106
16	דלת	דלת	Fem	Sing	דֶּלֶת	דֶּלֶת	22
2	חדרים	חדר	Masc	Plur	חֲדָרִים	חֶדֶר	42
24	בוטנים	בוטן	Masc	Plur	בּוֹטְנִים	בּוּטָּן	24
7	הספה	הספה	Fem	Sing	הַסַּפָּה	הַסַּפָּה	7
3	בירות	בירה	Fem	Plur	בִּירוֹת	בִּירָה	14
5	אושר	אושר	Masc	Sing	אוּשַּׁר	אוּשַּׁר	5
17	כרטיס	כרטיס	Masc	Sing	כַּרְטִיס	כַּרְטִיס	28
3	בקבוקים	בקבוק	Masc	Plur	בַּקְבּוּקִים	בַּקְבּוּק	4
1	ארונית	ארונית	Fem	Sing	אֲרוֹנִית	אֲרוֹנִית	1
4	מגירה	מגירה	Fem	Sing	מְגֵּיְרָה	מְגֵּיְרָה	4
3	שלוק	שלוק	Masc	Sing	שְׁלוּק	שְׁלוּק	3
11	בירה	בירה	Fem	Sing	בִּירָה	בִּירָה	14
59	חופש	חופש	Masc	Sing	חוֹפֶשׁ	חוֹפֶשׁ	60
2	עיתיות	עיתיות	Fem	Plur	עִיתִּיוֹת	עִיתִּיוֹת	2
48	חודש	חודש	Masc	Sing	חוֹדֶשׁ	חוֹדֶשׁ	93
9	מאנשים	מאנש	Masc	Plur	מֵאֲנָשִׁים	מַאֲנָשׁ	9
1	טרקטורים	טרקטור	Masc	Plur	טְרַקְטוֹרִים	טְּרַקְטוֹר	3
1	הוד	הוד	Masc	Sing	הוֹד	הוֹד	1
3	עידן	עידן	Masc	Sing	עִידָּן	עִידָּן	3
3	מיילים	מייל	Masc	Plur	מַיְילִים	מַּיְיל	18
1	קצרה	קצר	Fem	Sing	קְצָרָה	קָצָר	1
